Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-01 00:00:00-04:00,958.2562586384336,963.689584288386,947.6877033452776,962.8055419921875,360600,0.0,0.0
2024-04-02 00:00:00-04:00,954.9883903170365,954.9883903170365,944.6383292823048,948.2737426757812,438100,0.0,0.0
2024-04-03 00:00:00-04:00,948.5915975010855,955.2267649603681,944.0522566128423,944.5687866210938,413200,0.0,0.0
2024-04-04 00:00:00-04:00,955.7433262541747,955.7433262541747,929.0834050131036,930.7322998046875,410800,0.0,0.0
2024-04-05 00:00:00-04:00,933.0068791149141,943.4563054135704,928.5966707365448,936.3741455078125,363500,0.0,0.0
2024-04-08 00:00:00-04:00,932.8578637564619,936.662180020729,929.2323929764037,932.1824340820312,330900,0.0,0.0
2024-04-09 00:00:00-04:00,935.0729891715602,942.8305791702858,931.705722596257,937.5562133789062,305700,0.0,0.0
2024-04-10 00:00:00-04:00,928.7456501703548,931.5765012465255,917.2433397636937,929.917724609375,389700,0.0,0.0
2024-04-11 00:00:00-04:00,922.3489304450056,924.3951047217718,901.2415251474177,914.1443481445312,617100,0.0,0.0
2024-04-12 00:00:00-04:00,905.433221678926,906.0987088084704,892.2324232778701,898.6292114257812,665300,0.0,0.0
2024-04-15 00:00:00-04:00,909.2275930352138,914.9390088428547,889.0837093293989,892.5303955078125,656200,0.0,0.0
2024-04-16 00:00:00-04:00,891.1992418485993,895.0234430811233,884.4548274711583,888.1399536132812,615700,0.0,0.0
2024-04-17 00:00:00-04:00,897.8146517731252,905.5225891407451,893.8613783747631,895.1427001953125,468700,0.0,0.0
2024-04-18 00:00:00-04:00,895.2121401144295,902.7114640129114,885.6864667548941,887.9909057617188,450600,0.0,0.0
2024-04-19 00:00:00-04:00,907.8368825162094,914.5515300299377,885.4779841539936,890.802001953125,507500,0.0,0.0
2024-04-22 00:00:00-04:00,898.4701199742652,902.5724107217093,891.4277309191327,894.1195068359375,351400,0.0,0.0
2024-04-23 00:00:00-04:00,899.5826116993828,906.6151188802445,897.7649354237545,901.2315063476562,341200,0.0,0.0
2024-04-24 00:00:00-04:00,900.8144174626448,909.5553543509453,898.3410752822164,900.456787109375,373600,0.0,0.0
2024-04-25 00:00:00-04:00,904.9762610052245,908.8599967203231,870.8666689885719,884.7031860351562,576600,0.0,0.0
2024-04-26 00:00:00-04:00,875.8032666488403,881.5246243772365,869.3568269212111,877.2733764648438,505700,0.0,0.0
2024-04-29 00:00:00-04:00,877.2733928414871,891.7555722836402,877.2733928414871,886.4910888671875,369900,0.0,0.0
2024-04-30 00:00:00-04:00,886.1236317540435,890.8318150833757,879.071299356826,884.683349609375,636700,0.0,0.0
2024-05-01 00:00:00-04:00,883.4417049652837,907.082046708516,882.557723268207,897.4172973632812,595200,0.0,0.0
2024-05-02 00:00:00-04:00,893.9605718131246,937.4368736891555,885.318940827148,931.3181762695312,1067000,0.0,0.0
2024-05-03 00:00:00-04:00,920.719901864342,951.7006081790589,920.719901864342,950.5781860351562,547400,0.0,0.0
2024-05-06 00:00:00-04:00,951.5714944228318,955.6439577792073,943.8933847500681,952.2072143554688,352000,0.0,0.0
2024-05-07 00:00:00-04:00,961.3852401170259,964.0472492391482,950.6775480459416,963.461181640625,362300,0.0,0.0
2024-05-08 00:00:00-04:00,963.3916263541008,965.3384352082498,945.7507930089253,949.3464965820312,424900,0.0,0.0
