Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-01 00:00:00-04:00,68.742782305433,68.742782305433,67.95414246801032,68.42356872558594,3796100,0.0,0.0
2024-04-02 00:00:00-04:00,68.36724265187617,68.39540708241785,67.50350002184102,67.68187713623047,6139000,0.0,0.0
2024-04-03 00:00:00-04:00,67.59738665522131,67.7569898768446,66.37687541990687,66.55525970458984,5145300,0.0,0.0
2024-04-04 00:00:00-04:00,66.88385131783774,67.02468062798903,65.15636612441902,65.29719543457031,7341200,0.0,0.0
2024-04-05 00:00:00-04:00,65.42862987285224,65.72906237189947,64.3489481171627,65.32535552978516,6599300,0.0,0.0
2024-04-08 00:00:00-04:00,64.82778470930185,65.29721108036739,64.82778470930185,65.17515563964844,4589100,0.0,0.0
2024-04-09 00:00:00-04:00,64.9310490862627,65.67273633501297,64.88410359123336,65.6633529663086,5928100,0.0,0.0
2024-04-10 00:00:00-04:00,65.49436488454842,65.49436488454842,63.89831103271925,63.954647064208984,7983100,0.0,0.0
2024-04-11 00:00:00-04:00,64.27384807489011,64.80899376986244,64.13301875244962,64.45223236083984,6071500,0.0,0.0
2024-04-12 00:00:00-04:00,64.33016889247095,64.4240598709389,63.48520738926732,63.90768814086914,5691800,0.0,0.0
2024-04-15 00:00:00-04:00,64.0954541548059,64.27383841394285,63.56030854027086,63.60725402832031,7717800,0.0,0.0
2024-04-16 00:00:00-04:00,63.65420335082025,63.73869663894806,63.08150274392203,63.19416046142578,4974900,0.0,0.0
2024-04-17 00:00:00-04:00,63.23172253985299,63.419497361625034,62.79985119409286,62.837406158447266,5287700,0.0,0.0
2024-04-18 00:00:00-04:00,62.91250218319381,62.92188555005085,61.87037543202434,62.114479064941406,6442200,0.0,0.0
2024-04-19 00:00:00-04:00,62.19897484014099,62.74351098047316,62.114481557783805,62.677791595458984,10657000,0.0,0.0
2024-04-22 00:00:00-04:00,62.83740438348303,63.43826947042688,62.65902009855766,62.856178283691406,5622400,0.0,0.0
2024-04-23 00:00:00-04:00,62.987607083327426,63.5415337504537,62.90311380147593,62.931278228759766,5240200,0.0,0.0
2024-04-24 00:00:00-04:00,62.50879947076186,63.081500053232,62.302250780313486,62.97822570800781,8467100,0.0,0.0
2024-04-25 00:00:00-04:00,63.344379965214074,63.748086830834445,61.10990640825082,61.278900146484375,15172000,0.0,0.0
2024-04-26 00:00:00-04:00,61.49484488141317,62.29286815340576,60.67804054633737,61.419734954833984,12382400,0.0,0.0
2024-04-29 00:00:00-04:00,61.30707106966727,62.81862416657596,61.21318008943603,61.907936096191406,7838800,0.0,0.0
2024-04-30 00:00:00-04:00,61.607511716942405,61.62628561774169,60.85642675318375,61.21318817138672,7436600,0.0,0.0
2024-05-01 00:00:00-04:00,61.32585003224594,61.860995714525934,60.99725306292957,61.504234313964844,7232500,0.0,0.0
2024-05-02 00:00:00-04:00,61.729551926944666,61.77649741713462,60.92213820323514,61.335235595703125,5571500,0.0,0.0
2024-05-03 00:00:00-04:00,61.504236097057465,61.523009997472656,60.39638973776093,60.818870544433594,7822700,0.0,0.0
2024-05-06 00:00:00-04:00,60.81886826592343,61.551172123588806,60.40577084349613,61.53239822387695,7187300,0.0,0.0
2024-05-07 00:00:00-04:00,61.429126217330946,62.09571070718017,61.175639165705945,61.45729064941406,7318200,0.0,0.0
2024-05-08 00:00:00-04:00,61.560565382806836,61.59812034677136,60.80009706043683,60.95030975341797,5135000,0.0,0.0
2024-05-09 00:00:00-04:00,61.1944136513048,61.23196861540039,60.57476748804312,60.631103515625,6048600,0.0,0.0
2024-05-10 00:00:00-04:00,60.7625369042209,62.152034637788844,60.715591412557565,61.92671203613281,8733200,0.0,0.0
2024-05-13 00:00:00-04:00,62.10509088479615,63.457033539531174,62.08630982462059,63.41009521484375,6736500,0.0,0.0
2024-05-14 00:00:00-04:00,63.841978946480445,64.18935699879559,62.95007181164371,63.51338195800781,4356200,0.0,0.0
2024-05-15 00:00:00-04:00,63.77624865796783,63.82319414668028,62.874951145120846,62.912506103515625,7532100,0.0,0.0
2024-05-16 00:00:00-04:00,62.912509925627376,63.81380749323071,62.76229008292198,63.710533142089844,4832000,0.0,0.0
2024-05-17 00:00:00-04:00,63.672970112065634,63.672970112065634,63.10026956936391,63.57908630371094,3579000,0.0,0.0
2024-05-20 00:00:00-04:00,63.579102702288274,63.87953526423734,63.259889076098915,63.74809646606445,4719700,0.0,0.0
2024-05-21 00:00:00-04:00,63.65420513764207,63.748088959156,62.75290039505428,63.17538833618164,5701200,0.0,0.0
2024-05-22 00:00:00-04:00,63.072114166588634,63.73869861301029,62.8749559919746,63.654205322265625,6227700,0.0,0.0
2024-05-23 00:00:00-04:00,63.42887141228347,63.494590799529654,61.97365436243912,62.12386703491211,5625300,0.0,0.0
2024-05-24 00:00:00-04:00,62.321035225780605,62.367980722600954,61.22257936380503,61.663841247558594,5971000,0.0,0.0
2024-05-28 00:00:00-04:00,61.31646237834682,61.54179216463242,59.84246763149973,60.030235290527344,5593400,0.0,0.0
2024-05-29 00:00:00-04:00,59.61713790893555,60.00206731753099,59.24159545016221,59.61713790893555,5609600,0.0,0.0
2024-05-30 00:00:00-04:00,59.598360807760876,60.396387642381654,59.21343139671172,60.16167449951172,7118600,0.0,0.0
2024-05-31 00:00:00-04:00,58.88483632347074,60.36822515321663,58.27458069980294,60.34005355834961,14509300,0.0,0.0
2024-06-03 00:00:00-04:00,60.368226479179235,60.922146088156516,59.316708963565084,59.551422119140625,8560900,0.0,0.0
2024-06-04 00:00:00-04:00,59.65469470156825,60.64987615940901,59.33548467624764,60.236785888671875,6593100,0.0,0.0
2024-06-05 00:00:00-04:00,60.25555871297994,60.480881325983866,59.4387579733236,59.97390365600586,6145800,0.0,0.0
